Variable,Description,Form_Name,Theme,Theme_count,Theme_group
EandR1-eduerlprm-expgrn,Early Years & Primary Schools - Grants,EandR1,eduerlprm,27,Education
EandR1-eduerlprm-expgrnla,"Early Years & Primary Schools - Grants, of which to other local authorities",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-expgrngla,"Early Years & Primary Schools - Grants, of which within GLA group",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-expgrnoth,"Early Years & Primary Schools - Grants, excluding to local authorities",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-explns,Early Years & Primary Schools - Loans or other financial assistance,EandR1,eduerlprm,27,Education
EandR1-eduerlprm-explnsla,"Early Years & Primary Schools - Loans or other financial assistance, of which to other local authorities",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-explnsgla,"Early Years & Primary Schools - Loans or other financial assistance, of which within GLA group",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-explnsoth,"Early Years & Primary Schools - Loans or other financial assistance, excluding to local authorities",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-expshrlns,Early Years & Primary Schools - Acquisition of share or loan capital,EandR1,eduerlprm,27,Education
EandR1-eduerlprm-expshrlnsgla,"Early Years & Primary Schools - Acquisition of share or loan capital, of which within GLA group",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-expshrlnsoth,"Early Years & Primary Schools - Acquisition of share or loan capital, of which other",EandR1,eduerlprm,27,Education
EandR1-eduerlprm-exptotfin,Early Years & Primary Schools - Total financial expenditure,EandR1,eduerlprm,27,Education
EandR1-eduscn-expgrn,Secondary Schools - Grants,EandR1,eduscn,27,Education
EandR1-eduscn-expgrnla,"Secondary Schools - Grants, of which to other local authorities",EandR1,eduscn,27,Education
EandR1-eduscn-expgrngla,"Secondary Schools - Grants, of which within GLA group",EandR1,eduscn,27,Education
EandR1-eduscn-expgrnoth,"Secondary Schools - Grants, excluding to local authorities",EandR1,eduscn,27,Education
EandR1-eduscn-explns,Secondary Schools - Loans or other financial assistance,EandR1,eduscn,27,Education
EandR1-eduscn-explnsla,"Secondary Schools - Loans or other financial assistance, of which to other local authorities",EandR1,eduscn,27,Education
EandR1-eduscn-explnsgla,"Secondary Schools - Loans or other financial assistance, of which within GLA group",EandR1,eduscn,27,Education
EandR1-eduscn-explnsoth,"Secondary Schools - Loans or other financial assistance, excluding to local authorities",EandR1,eduscn,27,Education
EandR1-eduscn-expshrlns,Secondary Schools - Acquisition of share or loan capital,EandR1,eduscn,27,Education
EandR1-eduscn-expshrlnsgla,"Secondary Schools - Acquisition of share or loan capital, of which within GLA group",EandR1,eduscn,27,Education
EandR1-eduscn-expshrlnsoth,"Secondary Schools - Acquisition of share or loan capital, of which other",EandR1,eduscn,27,Education
EandR1-eduscn-exptotfin,Secondary Schools - Total financial expenditure,EandR1,eduscn,27,Education
EandR1-eduspc-expgrn,Special Schools & Alternative Provision - Grants,EandR1,eduspc,27,Education
EandR1-eduspc-expgrnla,"Special Schools & Alternative Provision - Grants, of which to other local authorities",EandR1,eduspc,27,Education
EandR1-eduspc-expgrngla,"Special Schools & Alternative Provision - Grants, of which within GLA group",EandR1,eduspc,27,Education
EandR1-eduspc-expgrnoth,"Special Schools & Alternative Provision - Grants, excluding to local authorities",EandR1,eduspc,27,Education
EandR1-eduspc-explns,Special Schools & Alternative Provision - Loans or other financial assistance,EandR1,eduspc,27,Education
EandR1-eduspc-explnsla,"Special Schools & Alternative Provision - Loans or other financial assistance, of which to other local authorities",EandR1,eduspc,27,Education
EandR1-eduspc-explnsgla,"Special Schools & Alternative Provision - Loans or other financial assistance, of which within GLA group",EandR1,eduspc,27,Education
EandR1-eduspc-explnsoth,"Special Schools & Alternative Provision - Loans or other financial assistance, excluding to local authorities",EandR1,eduspc,27,Education
EandR1-eduspc-expshrlns,Special Schools & Alternative Provision - Acquisition of share or loan capital,EandR1,eduspc,27,Education
EandR1-eduspc-expshrlnsgla,"Special Schools & Alternative Provision - Acquisition of share or loan capital, of which within GLA group",EandR1,eduspc,27,Education
EandR1-eduspc-expshrlnsoth,"Special Schools & Alternative Provision - Acquisition of share or loan capital, of which other",EandR1,eduspc,27,Education
EandR1-eduspc-exptotfin,Special Schools & Alternative Provision - Total financial expenditure,EandR1,eduspc,27,Education
EandR1-edupstoth-expgrn,Post-16 Provision & Other Education - Grants,EandR1,edupstoth,27,Education
EandR1-edupstoth-expgrnla,"Post-16 Provision & Other Education - Grants, of which to other local authorities",EandR1,edupstoth,27,Education
EandR1-edupstoth-expgrngla,"Post-16 Provision & Other Education - Grants, of which within GLA group",EandR1,edupstoth,27,Education
EandR1-edupstoth-expgrnoth,"Post-16 Provision & Other Education - Grants, excluding to local authorities",EandR1,edupstoth,27,Education
EandR1-edupstoth-explns,Post-16 Provision & Other Education - Loans or other financial assistance,EandR1,edupstoth,27,Education
EandR1-edupstoth-explnsla,"Post-16 Provision & Other Education - Loans or other financial assistance, of which to other local authorities",EandR1,edupstoth,27,Education
EandR1-edupstoth-explnsgla,"Post-16 Provision & Other Education - Loans or other financial assistance, of which within GLA group",EandR1,edupstoth,27,Education
EandR1-edupstoth-explnsoth,"Post-16 Provision & Other Education - Loans or other financial assistance, excluding to local authorities",EandR1,edupstoth,27,Education
EandR1-edupstoth-expshrlns,Post-16 Provision & Other Education - Acquisition of share or loan capital,EandR1,edupstoth,27,Education
EandR1-edupstoth-expshrlnsgla,"Post-16 Provision & Other Education - Acquisition of share or loan capital, of which within GLA group",EandR1,edupstoth,27,Education
EandR1-edupstoth-expshrlnsoth,"Post-16 Provision & Other Education - Acquisition of share or loan capital, of which other",EandR1,edupstoth,27,Education
EandR1-edupstoth-exptotfin,Post-16 Provision & Other Education - Total financial expenditure,EandR1,edupstoth,27,Education
EandR1-edutot-expgrn,Total Education - Grants,EandR1,edutot,41,Education
EandR1-edutot-expgrnla,"Total Education - Grants, of which to other local authorities",EandR1,edutot,41,Education
EandR1-edutot-expgrngla,"Total Education - Grants, of which within GLA group",EandR1,edutot,41,Education
EandR1-edutot-expgrnoth,"Total Education - Grants, excluding to local authorities",EandR1,edutot,41,Education
EandR1-edutot-explns,Total Education - Loans or other financial assistance,EandR1,edutot,41,Education
EandR1-edutot-explnsla,"Total Education - Loans or other financial assistance, of which to other local authorities",EandR1,edutot,41,Education
EandR1-edutot-explnsgla,"Total Education - Loans or other financial assistance, of which within GLA group",EandR1,edutot,41,Education
EandR1-edutot-explnsoth,"Total Education - Loans or other financial assistance, excluding to local authorities",EandR1,edutot,41,Education
EandR1-edutot-expshrlns,Total Education - Acquisition of share or loan capital,EandR1,edutot,41,Education
EandR1-edutot-expshrlnsgla,"Total Education - Acquisition of share or loan capital, of which within GLA group",EandR1,edutot,41,Education
EandR1-edutot-expshrlnsoth,"Total Education - Acquisition of share or loan capital, of which other",EandR1,edutot,41,Education
EandR1-edutot-exptotfin,Total Education - Total financial expenditure,EandR1,edutot,41,Education
EandR1-transrds-expgrn,"Roads, Street Lighting & Road Safety - Grants",EandR1,transrds,34,Transport
EandR1-transrds-expgrnla,"Roads, Street Lighting & Road Safety - Grants, of which to other local authorities",EandR1,transrds,34,Transport
EandR1-transrds-expgrngla,"Roads, Street Lighting & Road Safety - Grants, of which within GLA group",EandR1,transrds,34,Transport
EandR1-transrds-expgrnoth,"Roads, Street Lighting & Road Safety - Grants, excluding to local authorities",EandR1,transrds,34,Transport
EandR1-transrds-explns,"Roads, Street Lighting & Road Safety - Loans or other financial assistance",EandR1,transrds,34,Transport
EandR1-transrds-explnsla,"Roads, Street Lighting & Road Safety - Loans or other financial assistance, of which to other local authorities",EandR1,transrds,34,Transport
EandR1-transrds-explnsgla,"Roads, Street Lighting & Road Safety - Loans or other financial assistance, of which within GLA group",EandR1,transrds,34,Transport
EandR1-transrds-explnsoth,"Roads, Street Lighting & Road Safety - Loans or other financial assistance, excluding to local authorities",EandR1,transrds,34,Transport
EandR1-transrds-expshrlns,"Roads, Street Lighting & Road Safety - Acquisition of share or loan capital",EandR1,transrds,34,Transport
EandR1-transrds-expshrlnsgla,"Roads, Street Lighting & Road Safety - Acquisition of share or loan capital, of which within GLA group",EandR1,transrds,34,Transport
EandR1-transrds-expshrlnsoth,"Roads, Street Lighting & Road Safety - Acquisition of share or loan capital, of which other",EandR1,transrds,34,Transport
EandR1-transrds-exptotfin,"Roads, Street Lighting & Road Safety - Total financial expenditure",EandR1,transrds,34,Transport
EandR1-transprk-expgrn,Parking - Grants,EandR1,transprk,27,Transport
EandR1-transprk-expgrnla,"Parking - Grants, of which to other local authorities",EandR1,transprk,27,Transport
EandR1-transprk-expgrngla,"Parking - Grants, of which within GLA group",EandR1,transprk,27,Transport
EandR1-transprk-expgrnoth,"Parking - Grants, excluding to local authorities",EandR1,transprk,27,Transport
EandR1-transprk-explns,Parking - Loans or other financial assistance,EandR1,transprk,27,Transport
EandR1-transprk-explnsla,"Parking - Loans or other financial assistance, of which to other local authorities",EandR1,transprk,27,Transport
EandR1-transprk-explnsgla,"Parking - Loans or other financial assistance, of which within GLA group",EandR1,transprk,27,Transport
EandR1-transprk-explnsoth,"Parking - Loans or other financial assistance, excluding to local authorities",EandR1,transprk,27,Transport
EandR1-transprk-expshrlns,Parking - Acquisition of share or loan capital,EandR1,transprk,27,Transport
EandR1-transprk-expshrlnsgla,"Parking - Acquisition of share or loan capital, of which within GLA group",EandR1,transprk,27,Transport
EandR1-transprk-expshrlnsoth,"Parking - Acquisition of share or loan capital, of which other",EandR1,transprk,27,Transport
EandR1-transprk-exptotfin,Parking - Total financial expenditure,EandR1,transprk,27,Transport
EandR1-transpblbus-expgrn,Public Transport (Bus) - Grants,EandR1,transpblbus,27,Transport
EandR1-transpblbus-expgrnla,"Public Transport (Bus) - Grants, of which to other local authorities",EandR1,transpblbus,27,Transport
EandR1-transpblbus-expgrngla,"Public Transport (Bus) - Grants, of which within GLA group",EandR1,transpblbus,27,Transport
EandR1-transpblbus-expgrnoth,"Public Transport (Bus) - Grants, excluding to local authorities",EandR1,transpblbus,27,Transport
EandR1-transpblbus-explns,Public Transport (Bus) - Loans or other financial assistance,EandR1,transpblbus,27,Transport
EandR1-transpblbus-explnsla,"Public Transport (Bus) - Loans or other financial assistance, of which to other local authorities",EandR1,transpblbus,27,Transport
EandR1-transpblbus-explnsgla,"Public Transport (Bus) - Loans or other financial assistance, of which within GLA group",EandR1,transpblbus,27,Transport
EandR1-transpblbus-explnsoth,"Public Transport (Bus) - Loans or other financial assistance, excluding to local authorities",EandR1,transpblbus,27,Transport
EandR1-transpblbus-expshrlns,Public Transport (Bus) - Acquisition of share or loan capital,EandR1,transpblbus,27,Transport
EandR1-transpblbus-expshrlnsgla,"Public Transport (Bus) - Acquisition of share or loan capital, of which within GLA group",EandR1,transpblbus,27,Transport
EandR1-transpblbus-expshrlnsoth,"Public Transport (Bus) - Acquisition of share or loan capital, of which other",EandR1,transpblbus,27,Transport
EandR1-transpblbus-exptotfin,Public Transport (Bus) - Total financial expenditure,EandR1,transpblbus,27,Transport
EandR1-transpblrail-expgrn,Public Transport (Rail & Other) - Grants,EandR1,transpblrail,27,Transport
EandR1-transpblrail-expgrnla,"Public Transport (Rail & Other) - Grants, of which to other local authorities",EandR1,transpblrail,27,Transport
EandR1-transpblrail-expgrngla,"Public Transport (Rail & Other) - Grants, of which within GLA group",EandR1,transpblrail,27,Transport
EandR1-transpblrail-expgrnoth,"Public Transport (Rail & Other) - Grants, excluding to local authorities",EandR1,transpblrail,27,Transport
EandR1-transpblrail-explns,Public Transport (Rail & Other) - Loans or other financial assistance,EandR1,transpblrail,27,Transport
EandR1-transpblrail-explnsla,"Public Transport (Rail & Other) - Loans or other financial assistance, of which to other local authorities",EandR1,transpblrail,27,Transport
EandR1-transpblrail-explnsgla,"Public Transport (Rail & Other) - Loans or other financial assistance, of which within GLA group",EandR1,transpblrail,27,Transport
EandR1-transpblrail-explnsoth,"Public Transport (Rail & Other) - Loans or other financial assistance, excluding to local authorities",EandR1,transpblrail,27,Transport
EandR1-transpblrail-expshrlns,Public Transport (Rail & Other) - Acquisition of share or loan capital,EandR1,transpblrail,27,Transport
EandR1-transpblrail-expshrlnsgla,"Public Transport (Rail & Other) - Acquisition of share or loan capital, of which within GLA group",EandR1,transpblrail,27,Transport
EandR1-transpblrail-expshrlnsoth,"Public Transport (Rail & Other) - Acquisition of share or loan capital, of which other",EandR1,transpblrail,27,Transport
EandR1-transpblrail-exptotfin,Public Transport (Rail & Other) - Total financial expenditure,EandR1,transpblrail,27,Transport
EandR1-transahtarp-expgrn,Airports - Grants,EandR1,transahtarp,27,Transport
EandR1-transahtarp-expgrnla,"Airports - Grants, of which to other local authorities",EandR1,transahtarp,27,Transport
EandR1-transahtarp-expgrngla,"Airports - Grants, of which within GLA group",EandR1,transahtarp,27,Transport
EandR1-transahtarp-expgrnoth,"Airports - Grants, excluding to local authorities",EandR1,transahtarp,27,Transport
EandR1-transahtarp-explns,Airports - Loans or other financial assistance,EandR1,transahtarp,27,Transport
EandR1-transahtarp-explnsla,"Airports - Loans or other financial assistance, of which to other local authorities",EandR1,transahtarp,27,Transport
EandR1-transahtarp-explnsgla,"Airports - Loans or other financial assistance, of which within GLA group",EandR1,transahtarp,27,Transport
EandR1-transahtarp-explnsoth,"Airports - Loans or other financial assistance, excluding to local authorities",EandR1,transahtarp,27,Transport
EandR1-transahtarp-expshrlns,Airports - Acquisition of share or loan capital,EandR1,transahtarp,27,Transport
EandR1-transahtarp-expshrlnsgla,"Airports - Acquisition of share or loan capital, of which within GLA group",EandR1,transahtarp,27,Transport
EandR1-transahtarp-expshrlnsoth,"Airports - Acquisition of share or loan capital, of which other",EandR1,transahtarp,27,Transport
EandR1-transahtarp-exptotfin,Airports - Total financial expenditure,EandR1,transahtarp,27,Transport
EandR1-transahthrbprs-expgrn,Ports & Piers  - Grants,EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-expgrnla,"Ports & Piers  - Grants, of which to other local authorities",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-expgrngla,"Ports & Piers  - Grants, of which within GLA group",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-expgrnoth,"Ports & Piers  - Grants, excluding to local authorities",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-explns,Ports & Piers  - Loans or other financial assistance,EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-explnsla,"Ports & Piers  - Loans or other financial assistance, of which to other local authorities",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-explnsgla,"Ports & Piers  - Loans or other financial assistance, of which within GLA group",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-explnsoth,"Ports & Piers  - Loans or other financial assistance, excluding to local authorities",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-expshrlns,Ports & Piers  - Acquisition of share or loan capital,EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-expshrlnsgla,"Ports & Piers  - Acquisition of share or loan capital, of which within GLA group",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-expshrlnsoth,"Ports & Piers  - Acquisition of share or loan capital, of which other",EandR1,transahthrbprs,27,Transport
EandR1-transahthrbprs-exptotfin,Ports & Piers  - Total financial expenditure,EandR1,transahthrbprs,27,Transport
EandR1-transahttll-expgrn,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Grants",EandR1,transahttll,27,Transport
EandR1-transahttll-expgrnla,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Grants, of which to other local authorities",EandR1,transahttll,27,Transport
EandR1-transahttll-expgrngla,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Grants, of which within GLA group",EandR1,transahttll,27,Transport
EandR1-transahttll-expgrnoth,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Grants, excluding to local authorities",EandR1,transahttll,27,Transport
EandR1-transahttll-explns,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Loans or other financial assistance",EandR1,transahttll,27,Transport
EandR1-transahttll-explnsla,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Loans or other financial assistance, of which to other local authorities",EandR1,transahttll,27,Transport
EandR1-transahttll-explnsgla,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Loans or other financial assistance, of which within GLA group",EandR1,transahttll,27,Transport
EandR1-transahttll-explnsoth,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Loans or other financial assistance, excluding to local authorities",EandR1,transahttll,27,Transport
EandR1-transahttll-expshrlns,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Acquisition of share or loan capital",EandR1,transahttll,27,Transport
EandR1-transahttll-expshrlnsgla,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Acquisition of share or loan capital, of which within GLA group",EandR1,transahttll,27,Transport
EandR1-transahttll-expshrlnsoth,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Acquisition of share or loan capital, of which other",EandR1,transahttll,27,Transport
EandR1-transahttll-exptotfin,"Tolled Roads, Bridges, Tunnels,Ferries & Public Transport Companies - Total financial expenditure",EandR1,transahttll,27,Transport
EandR1-transtot-expgrn,Total Highways & Transport - Grants,EandR1,transtot,41,Transport
EandR1-transtot-expgrnla,"Total Highways & Transport - Grants, of which to other local authorities",EandR1,transtot,41,Transport
EandR1-transtot-expgrngla,"Total Highways & Transport - Grants, of which within GLA group",EandR1,transtot,41,Transport
EandR1-transtot-expgrnoth,"Total Highways & Transport - Grants, excluding to local authorities",EandR1,transtot,41,Transport
EandR1-transtot-explns,Total Highways & Transport - Loans or other financial assistance,EandR1,transtot,41,Transport
EandR1-transtot-explnsla,"Total Highways & Transport - Loans or other financial assistance, of which to other local authorities",EandR1,transtot,41,Transport
EandR1-transtot-explnsgla,"Total Highways & Transport - Loans or other financial assistance, of which within GLA group",EandR1,transtot,41,Transport
EandR1-transtot-explnsoth,"Total Highways & Transport - Loans or other financial assistance, excluding to local authorities",EandR1,transtot,41,Transport
EandR1-transtot-expshrlns,Total Highways & Transport - Acquisition of share or loan capital,EandR1,transtot,41,Transport
EandR1-transtot-expshrlnsgla,"Total Highways & Transport - Acquisition of share or loan capital, of which within GLA group",EandR1,transtot,41,Transport
EandR1-transtot-expshrlnsoth,"Total Highways & Transport - Acquisition of share or loan capital, of which other",EandR1,transtot,41,Transport
EandR1-transtot-exptotfin,Total Highways & Transport - Total financial expenditure,EandR1,transtot,41,Transport
EandR1-sctot-expgrn,Total Social Care - Grants,EandR1,sctot,45,Social Care
EandR1-sctot-expgrnla,"Total Social Care - Grants, of which to other local authorities",EandR1,sctot,45,Social Care
EandR1-sctot-expgrngla,"Total Social Care - Grants, of which within GLA group",EandR1,sctot,45,Social Care
EandR1-sctot-expgrnoth,"Total Social Care - Grants, excluding to local authorities",EandR1,sctot,45,Social Care
EandR1-sctot-explns,Total Social Care - Loans or other financial assistance,EandR1,sctot,45,Social Care
EandR1-sctot-explnsla,"Total Social Care - Loans or other financial assistance, of which to other local authorities",EandR1,sctot,45,Social Care
EandR1-sctot-explnsgla,"Total Social Care - Loans or other financial assistance, of which within GLA group",EandR1,sctot,45,Social Care
EandR1-sctot-explnsoth,"Total Social Care - Loans or other financial assistance, excluding to local authorities",EandR1,sctot,45,Social Care
EandR1-sctot-expshrlns,Total Social Care - Acquisition of share or loan capital,EandR1,sctot,45,Social Care
EandR1-sctot-expshrlnsgla,"Total Social Care - Acquisition of share or loan capital, of which within GLA group",EandR1,sctot,45,Social Care
EandR1-sctot-expshrlnsoth,"Total Social Care - Acquisition of share or loan capital, of which other",EandR1,sctot,45,Social Care
EandR1-sctot-exptotfin,Total Social Care - Total financial expenditure,EandR1,sctot,45,Social Care
EandR1-phtot-expgrn,Total Public Health  - Grants,EandR1,phtot,41,Public Health
EandR1-phtot-expgrnla,"Total Public Health  - Grants, of which to other local authorities",EandR1,phtot,41,Public Health
EandR1-phtot-expgrngla,"Total Public Health  - Grants, of which within GLA group",EandR1,phtot,41,Public Health
EandR1-phtot-expgrnoth,"Total Public Health  - Grants, excluding to local authorities",EandR1,phtot,41,Public Health
EandR1-phtot-explns,Total Public Health  - Loans or other financial assistance,EandR1,phtot,41,Public Health
EandR1-phtot-explnsla,"Total Public Health  - Loans or other financial assistance, of which to other local authorities",EandR1,phtot,41,Public Health
EandR1-phtot-explnsgla,"Total Public Health  - Loans or other financial assistance, of which within GLA group",EandR1,phtot,41,Public Health
EandR1-phtot-explnsoth,"Total Public Health  - Loans or other financial assistance, excluding to local authorities",EandR1,phtot,41,Public Health
EandR1-phtot-expshrlns,Total Public Health  - Acquisition of share or loan capital,EandR1,phtot,41,Public Health
EandR1-phtot-expshrlnsgla,"Total Public Health  - Acquisition of share or loan capital, of which within GLA group",EandR1,phtot,41,Public Health
EandR1-phtot-expshrlnsoth,"Total Public Health  - Acquisition of share or loan capital, of which other",EandR1,phtot,41,Public Health
EandR1-phtot-exptotfin,Total Public Health  - Total financial expenditure,EandR1,phtot,41,Public Health
EandR1-houshratot-expgrn,Housing (HRA) - Grants,EandR1,houshratot,27,Housing
EandR1-houshratot-expgrnla,"Housing (HRA) - Grants, of which to other local authorities",EandR1,houshratot,27,Housing
EandR1-houshratot-expgrngla,"Housing (HRA) - Grants, of which within GLA group",EandR1,houshratot,27,Housing
EandR1-houshratot-expgrnoth,"Housing (HRA) - Grants, excluding to local authorities",EandR1,houshratot,27,Housing
EandR1-houshratot-explns,Housing (HRA) - Loans or other financial assistance,EandR1,houshratot,27,Housing
EandR1-houshratot-explnsla,"Housing (HRA) - Loans or other financial assistance, of which to other local authorities",EandR1,houshratot,27,Housing
EandR1-houshratot-explnsgla,"Housing (HRA) - Loans or other financial assistance, of which within GLA group",EandR1,houshratot,27,Housing
EandR1-houshratot-explnsoth,"Housing (HRA) - Loans or other financial assistance, excluding to local authorities",EandR1,houshratot,27,Housing
EandR1-houshratot-expshrlns,Housing (HRA) - Acquisition of share or loan capital,EandR1,houshratot,27,Housing
EandR1-houshratot-expshrlnsgla,"Housing (HRA) - Acquisition of share or loan capital, of which within GLA group",EandR1,houshratot,27,Housing
EandR1-houshratot-expshrlnsoth,"Housing (HRA) - Acquisition of share or loan capital, of which other",EandR1,houshratot,27,Housing
EandR1-houshratot-exptotfin,Housing (HRA) - Total financial expenditure,EandR1,houshratot,27,Housing
EandR1-housgfcftot-expgrn,Housing (non-HRA) - Grants,EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-expgrnla,"Housing (non-HRA) - Grants, of which to other local authorities",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-expgrngla,"Housing (non-HRA) - Grants, of which within GLA group",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-expgrnoth,"Housing (non-HRA) - Grants, excluding to local authorities",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-explns,Housing (non-HRA) - Loans or other financial assistance,EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-explnsla,"Housing (non-HRA) - Loans or other financial assistance, of which to other local authorities",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-explnsgla,"Housing (non-HRA) - Loans or other financial assistance, of which within GLA group",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-explnsoth,"Housing (non-HRA) - Loans or other financial assistance, excluding to local authorities",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-expshrlns,Housing (non-HRA) - Acquisition of share or loan capital,EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-expshrlnsgla,"Housing (non-HRA) - Acquisition of share or loan capital, of which within GLA group",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-expshrlnsoth,"Housing (non-HRA) - Acquisition of share or loan capital, of which other",EandR1,housgfcftot,27,Housing
EandR1-housgfcftot-exptotfin,Housing (non-HRA) - Total financial expenditure,EandR1,housgfcftot,27,Housing
EandR1-houstot-expgrn,Total Housing - Grants,EandR1,houstot,43,Housing
EandR1-houstot-expgrnla,"Total Housing - Grants, of which to other local authorities",EandR1,houstot,43,Housing
EandR1-houstot-expgrngla,"Total Housing - Grants, of which within GLA group",EandR1,houstot,43,Housing
EandR1-houstot-expgrnoth,"Total Housing - Grants, excluding to local authorities",EandR1,houstot,43,Housing
EandR1-houstot-explns,Total Housing - Loans or other financial assistance,EandR1,houstot,43,Housing
EandR1-houstot-explnsla,"Total Housing - Loans or other financial assistance, of which to other local authorities",EandR1,houstot,43,Housing
EandR1-houstot-explnsgla,"Total Housing - Loans or other financial assistance, of which within GLA group",EandR1,houstot,43,Housing
EandR1-houstot-explnsoth,"Total Housing - Loans or other financial assistance, excluding to local authorities",EandR1,houstot,43,Housing
EandR1-houstot-expshrlns,Total Housing - Acquisition of share or loan capital,EandR1,houstot,43,Housing
EandR1-houstot-expshrlnsgla,"Total Housing - Acquisition of share or loan capital, of which within GLA group",EandR1,houstot,43,Housing
EandR1-houstot-expshrlnsoth,"Total Housing - Acquisition of share or loan capital, of which other",EandR1,houstot,43,Housing
EandR1-houstot-exptotfin,Total Housing - Total financial expenditure,EandR1,houstot,43,Housing
EandR1-culhrt-expgrn,Culture & Heritage - Grants,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-expgrnla,"Culture & Heritage - Grants, of which to other local authorities",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-expgrngla,"Culture & Heritage - Grants, of which within GLA group",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-expgrnoth,"Culture & Heritage - Grants, excluding to local authorities",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-explns,Culture & Heritage - Loans or other financial assistance,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-explnsla,"Culture & Heritage - Loans or other financial assistance, of which to other local authorities",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-explnsgla,"Culture & Heritage - Loans or other financial assistance, of which within GLA group",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-explnsoth,"Culture & Heritage - Loans or other financial assistance, excluding to local authorities",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-expshrlns,Culture & Heritage - Acquisition of share or loan capital,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-expshrlnsgla,"Culture & Heritage - Acquisition of share or loan capital, of which within GLA group",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-expshrlnsoth,"Culture & Heritage - Acquisition of share or loan capital, of which other",EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culhrt-exptotfin,Culture & Heritage - Total financial expenditure,EandR1,culhrt,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-expgrn,Recreation & Sport - Grants,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-expgrnla,"Recreation & Sport - Grants, of which to other local authorities",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-expgrngla,"Recreation & Sport - Grants, of which within GLA group",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-expgrnoth,"Recreation & Sport - Grants, excluding to local authorities",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-explns,Recreation & Sport - Loans or other financial assistance,EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
EandR1-culspr-explnsla,"Recreation & Sport - Loans or other financial assistance, of which to other local authorities",EandR1,culspr,27,Culture & Leisure (incl. Sport & Open Spaces)
