Variable,Description,Form_Name,Theme,Theme_count,Theme_group
EandR1-envcll-expvhceqpmch,"Waste Collection - Vehicles, plant, furniture & equipment",EandR1,envcll,27,Environment
EandR1-envcll-expint,Waste Collection - Intangible fixed assets,EandR1,envcll,27,Environment
EandR1-envcll-exptotfa,Waste Collection - Total expenditure on fixed assets,EandR1,envcll,27,Environment
EandR1-envdsp-explndbld,Waste Disposal - Acquisition of land & existing buildings,EandR1,envdsp,27,Environment
EandR1-envdsp-expcnscnvrnv,"Waste Disposal - New construction, conversion & renovation",EandR1,envdsp,27,Environment
EandR1-envdsp-expvhc,Waste Disposal - Vehicles,EandR1,envdsp,27,Environment
EandR1-envdsp-expeqpmch,"Waste Disposal - Plant, furniture & equipment",EandR1,envdsp,27,Environment
EandR1-envdsp-expvhceqpmch,"Waste Disposal - Vehicles, plant, furniture & equipment",EandR1,envdsp,27,Environment
EandR1-envdsp-expint,Waste Disposal - Intangible fixed assets,EandR1,envdsp,27,Environment
EandR1-envdsp-exptotfa,Waste Disposal - Total expenditure on fixed assets,EandR1,envdsp,27,Environment
EandR1-envtrd-explndbld,Trade Waste - Acquisition of land & existing buildings,EandR1,envtrd,27,Environment
EandR1-envtrd-expcnscnvrnv,"Trade Waste - New construction, conversion & renovation",EandR1,envtrd,27,Environment
EandR1-envtrd-expvhc,Trade Waste - Vehicles,EandR1,envtrd,27,Environment
EandR1-envtrd-expeqpmch,"Trade Waste - Plant, furniture & equipment",EandR1,envtrd,27,Environment
EandR1-envtrd-expvhceqpmch,"Trade Waste - Vehicles, plant, furniture & equipment",EandR1,envtrd,27,Environment
EandR1-envtrd-expint,Trade Waste - Intangible fixed assets,EandR1,envtrd,27,Environment
EandR1-envtrd-exptotfa,Trade Waste - Total expenditure on fixed assets,EandR1,envtrd,27,Environment
EandR1-envrcy-explndbld,Recycling - Acquisition of land & existing buildings,EandR1,envrcy,27,Environment
EandR1-envrcy-expcnscnvrnv,"Recycling - New construction, conversion & renovation",EandR1,envrcy,27,Environment
EandR1-envrcy-expvhc,Recycling - Vehicles,EandR1,envrcy,27,Environment
EandR1-envrcy-expeqpmch,"Recycling - Plant, furniture & equipment",EandR1,envrcy,27,Environment
EandR1-envrcy-expvhceqpmch,"Recycling - Vehicles, plant, furniture & equipment",EandR1,envrcy,27,Environment
EandR1-envrcy-expint,Recycling - Intangible fixed assets,EandR1,envrcy,27,Environment
EandR1-envrcy-exptotfa,Recycling - Total expenditure on fixed assets,EandR1,envrcy,27,Environment
EandR1-envmin-explndbld,Waste Minimisation - Acquisition of land & existing buildings,EandR1,envmin,27,Environment
EandR1-envmin-expcnscnvrnv,"Waste Minimisation - New construction, conversion & renovation",EandR1,envmin,27,Environment
EandR1-envmin-expvhc,Waste Minimisation - Vehicles,EandR1,envmin,27,Environment
EandR1-envmin-expeqpmch,"Waste Minimisation - Plant, furniture & equipment",EandR1,envmin,27,Environment
EandR1-envmin-expvhceqpmch,"Waste Minimisation - Vehicles, plant, furniture & equipment",EandR1,envmin,27,Environment
EandR1-envmin-expint,Waste Minimisation - Intangible fixed assets,EandR1,envmin,27,Environment
EandR1-envmin-exptotfa,Waste Minimisation - Total expenditure on fixed assets,EandR1,envmin,27,Environment
EandR1-envclm-explndbld,Climate Change Costs - Acquisition of land & existing buildings,EandR1,envclm,27,Environment
EandR1-envclm-expcnscnvrnv,"Climate Change Costs - New construction, conversion & renovation",EandR1,envclm,27,Environment
EandR1-envclm-expvhc,Climate Change Costs - Vehicles,EandR1,envclm,27,Environment
EandR1-envclm-expeqpmch,"Climate Change Costs - Plant, furniture & equipment",EandR1,envclm,27,Environment
EandR1-envclm-expvhceqpmch,"Climate Change Costs - Vehicles, plant, furniture & equipment",EandR1,envclm,27,Environment
EandR1-envclm-expint,Climate Change Costs - Intangible fixed assets,EandR1,envclm,27,Environment
EandR1-envclm-exptotfa,Climate Change Costs - Total expenditure on fixed assets,EandR1,envclm,27,Environment
EandR1-envtot-explndbld,Total Environmental & Regulatory Services - Acquisition of land & existing buildings,EandR1,envtot,41,Environment
EandR1-envtot-expcnscnvrnv,"Total Environmental & Regulatory Services - New construction, conversion & renovation",EandR1,envtot,41,Environment
EandR1-envtot-expvhc,Total Environmental & Regulatory Services - Vehicles,EandR1,envtot,41,Environment
EandR1-envtot-expeqpmch,"Total Environmental & Regulatory Services - Plant, furniture & equipment",EandR1,envtot,41,Environment
EandR1-envtot-expvhceqpmch,"Total Environmental & Regulatory Services - Vehicles, plant, furniture & equipment",EandR1,envtot,41,Environment
EandR1-envtot-expint,Total Environmental & Regulatory Services - Intangible fixed assets,EandR1,envtot,41,Environment
EandR1-envtot-exptotfa,Total Environmental & Regulatory Services - Total expenditure on fixed assets,EandR1,envtot,41,Environment
EandR1-plantot-explndbld,Total Planning & Development Services - Acquisition of land & existing buildings,EandR1,plantot,41,Planning
EandR1-plantot-expcnscnvrnv,"Total Planning & Development Services - New construction, conversion & renovation",EandR1,plantot,41,Planning
EandR1-plantot-expvhc,Total Planning & Development Services - Vehicles,EandR1,plantot,41,Planning
EandR1-plantot-expeqpmch,"Total Planning & Development Services - Plant, furniture & equipment",EandR1,plantot,41,Planning
EandR1-plantot-expvhceqpmch,"Total Planning & Development Services - Vehicles, plant, furniture & equipment",EandR1,plantot,41,Planning
EandR1-plantot-expint,Total Planning & Development Services - Intangible fixed assets,EandR1,plantot,41,Planning
EandR1-plantot-exptotfa,Total Planning & Development Services - Total expenditure on fixed assets,EandR1,plantot,41,Planning
EandR1-digtot-explndbld,Total Digital Infrastructure - Acquisition of land & existing buildings,EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-expcnscnvrnv,"Total Digital Infrastructure - New construction, conversion & renovation",EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-expvhc,Total Digital Infrastructure - Vehicles,EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-expeqpmch,"Total Digital Infrastructure - Plant, furniture & equipment",EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-expvhceqpmch,"Total Digital Infrastructure - Vehicles, plant, furniture & equipment",EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-expint,Total Digital Infrastructure - Intangible fixed assets,EandR1,digtot,41,Digital Infrastructure
EandR1-digtot-exptotfa,Total Digital Infrastructure - Total expenditure on fixed assets,EandR1,digtot,41,Digital Infrastructure
EandR1-poltot-explndbld,Total Police  - Acquisition of land & existing buildings,EandR1,poltot,41,Police
EandR1-poltot-expcnscnvrnv,"Total Police  - New construction, conversion & renovation",EandR1,poltot,41,Police
EandR1-poltot-expvhc,Total Police  - Vehicles,EandR1,poltot,41,Police
EandR1-poltot-expeqpmch,"Total Police  - Plant, furniture & equipment",EandR1,poltot,41,Police
EandR1-poltot-expvhceqpmch,"Total Police  - Vehicles, plant, furniture & equipment",EandR1,poltot,41,Police
EandR1-poltot-expint,Total Police  - Intangible fixed assets,EandR1,poltot,41,Police
EandR1-poltot-exptotfa,Total Police  - Total expenditure on fixed assets,EandR1,poltot,41,Police
EandR1-frstot-explndbld,Total Fire & Rescue Services - Acquisition of land & existing buildings,EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-expcnscnvrnv,"Total Fire & Rescue Services - New construction, conversion & renovation",EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-expvhc,Total Fire & Rescue Services - Vehicles,EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-expeqpmch,"Total Fire & Rescue Services - Plant, furniture & equipment",EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-expvhceqpmch,"Total Fire & Rescue Services - Vehicles, plant, furniture & equipment",EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-expint,Total Fire & Rescue Services - Intangible fixed assets,EandR1,frstot,41,Fire & Rescue Services
EandR1-frstot-exptotfa,Total Fire & Rescue Services - Total expenditure on fixed assets,EandR1,frstot,41,Fire & Rescue Services
EandR1-centot-explndbld,Total Central Services - Acquisition of land & existing buildings,EandR1,centot,41,Central Services
EandR1-centot-expcnscnvrnv,"Total Central Services - New construction, conversion & renovation",EandR1,centot,41,Central Services
EandR1-centot-expvhc,Total Central Services - Vehicles,EandR1,centot,41,Central Services
EandR1-centot-expeqpmch,"Total Central Services - Plant, furniture & equipment",EandR1,centot,41,Central Services
EandR1-centot-expvhceqpmch,"Total Central Services - Vehicles, plant, furniture & equipment",EandR1,centot,41,Central Services
EandR1-centot-expint,Total Central Services - Intangible fixed assets,EandR1,centot,41,Central Services
EandR1-centot-exptotfa,Total Central Services - Total expenditure on fixed assets,EandR1,centot,41,Central Services
EandR1-tradcomhous-explndbld,Commercial housing - Acquisition of land & existing buildings,EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomhous-expcnscnvrnv,"Commercial housing - New construction, conversion & renovation",EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomhous-expvhc,Commercial housing - Vehicles,EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomhous-expeqpmch,"Commercial housing - Plant, furniture & equipment",EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomhous-expvhceqpmch,"Commercial housing - Vehicles, plant, furniture & equipment",EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomhous-expint,Commercial housing - Intangible fixed assets,EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomhous-exptotfa,Commercial housing - Total expenditure on fixed assets,EandR1,tradcomhous,27,Trading & Commerce
EandR1-tradcomreal-explndbld,Other real estate activities - Acquisition of land & existing buildings,EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomreal-expcnscnvrnv,"Other real estate activities - New construction, conversion & renovation",EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomreal-expvhc,Other real estate activities - Vehicles,EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomreal-expeqpmch,"Other real estate activities - Plant, furniture & equipment",EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomreal-expvhceqpmch,"Other real estate activities - Vehicles, plant, furniture & equipment",EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomreal-expint,Other real estate activities - Intangible fixed assets,EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomreal-exptotfa,Other real estate activities - Total expenditure on fixed assets,EandR1,tradcomreal,27,Trading & Commerce
EandR1-tradcomfin-explndbld,Finance & insurance activity - Acquisition of land & existing buildings,EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomfin-expcnscnvrnv,"Finance & insurance activity - New construction, conversion & renovation",EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomfin-expvhc,Finance & insurance activity - Vehicles,EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomfin-expeqpmch,"Finance & insurance activity - Plant, furniture & equipment",EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomfin-expvhceqpmch,"Finance & insurance activity - Vehicles, plant, furniture & equipment",EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomfin-expint,Finance & insurance activity - Intangible fixed assets,EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomfin-exptotfa,Finance & insurance activity - Total expenditure on fixed assets,EandR1,tradcomfin,27,Trading & Commerce
EandR1-tradcomenr-explndbld,Energy generation & supply - Acquisition of land & existing buildings,EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomenr-expcnscnvrnv,"Energy generation & supply - New construction, conversion & renovation",EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomenr-expvhc,Energy generation & supply - Vehicles,EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomenr-expeqpmch,"Energy generation & supply - Plant, furniture & equipment",EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomenr-expvhceqpmch,"Energy generation & supply - Vehicles, plant, furniture & equipment",EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomenr-expint,Energy generation & supply - Intangible fixed assets,EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomenr-exptotfa,Energy generation & supply - Total expenditure on fixed assets,EandR1,tradcomenr,27,Trading & Commerce
EandR1-tradcomwtr-explndbld,"Water supply, sewerage & remediation - Acquisition of land & existing buildings",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomwtr-expcnscnvrnv,"Water supply, sewerage & remediation - New construction, conversion & renovation",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomwtr-expvhc,"Water supply, sewerage & remediation - Vehicles",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomwtr-expeqpmch,"Water supply, sewerage & remediation - Plant, furniture & equipment",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomwtr-expvhceqpmch,"Water supply, sewerage & remediation - Vehicles, plant, furniture & equipment",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomwtr-expint,"Water supply, sewerage & remediation - Intangible fixed assets",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomwtr-exptotfa,"Water supply, sewerage & remediation - Total expenditure on fixed assets",EandR1,tradcomwtr,27,Trading & Commerce
EandR1-tradcomhsp-explndbld,Hospitality & catering - Acquisition of land & existing buildings,EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomhsp-expcnscnvrnv,"Hospitality & catering - New construction, conversion & renovation",EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomhsp-expvhc,Hospitality & catering - Vehicles,EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomhsp-expeqpmch,"Hospitality & catering - Plant, furniture & equipment",EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomhsp-expvhceqpmch,"Hospitality & catering - Vehicles, plant, furniture & equipment",EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomhsp-expint,Hospitality & catering - Intangible fixed assets,EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomhsp-exptotfa,Hospitality & catering - Total expenditure on fixed assets,EandR1,tradcomhsp,27,Trading & Commerce
EandR1-tradcomoth-explndbld,Other commercial activity - Acquisition of land & existing buildings,EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomoth-expcnscnvrnv,"Other commercial activity - New construction, conversion & renovation",EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomoth-expvhc,Other commercial activity - Vehicles,EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomoth-expeqpmch,"Other commercial activity - Plant, furniture & equipment",EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomoth-expvhceqpmch,"Other commercial activity - Vehicles, plant, furniture & equipment",EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomoth-expint,Other commercial activity - Intangible fixed assets,EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomoth-exptotfa,Other commercial activity - Total expenditure on fixed assets,EandR1,tradcomoth,27,Trading & Commerce
EandR1-tradcomtot-explndbld,Total Industrial & Commercial Trading - Acquisition of land & existing buildings,EandR1,tradcomtot,27,Trading & Commerce
EandR1-tradcomtot-expcnscnvrnv,"Total Industrial & Commercial Trading - New construction, conversion & renovation",EandR1,tradcomtot,27,Trading & Commerce
EandR1-tradcomtot-expvhc,Total Industrial & Commercial Trading - Vehicles,EandR1,tradcomtot,27,Trading & Commerce
EandR1-tradcomtot-expeqpmch,"Total Industrial & Commercial Trading - Plant, furniture & equipment",EandR1,tradcomtot,27,Trading & Commerce
EandR1-tradcomtot-expvhceqpmch,"Total Industrial & Commercial Trading - Vehicles, plant, furniture & equipment",EandR1,tradcomtot,27,Trading & Commerce
EandR1-tradcomtot-expint,Total Industrial & Commercial Trading - Intangible fixed assets,EandR1,tradcomtot,27,Trading & Commerce
EandR1-tradcomtot-exptotfa,Total Industrial & Commercial Trading - Total expenditure on fixed assets,EandR1,tradcomtot,27,Trading & Commerce
