Data item name,Description,Form name,Theme,Theme_count,Theme_group
RO6_cenoth16_n_cenoth16_oth_inc,Other income - RO6 - Other16,RO6,cenoth16,7,Central Services
RO6_cenoth16_n_cenoth16_run_exp,Running expenses - RO6 - Other16,RO6,cenoth16,7,Central Services
RO6_cenoth16_n_cenoth16_sfc,"Sales, Fees and Charges - RO6 - Other16",RO6,cenoth16,7,Central Services
RO6_cenoth16_n_cenoth16_tot_exp,Total expenditure - RO6 - Other16,RO6,cenoth16,7,Central Services
RO6_cenoth16_n_cenoth16_tot_inc,Total income - RO6 - Other16,RO6,cenoth16,7,Central Services
RO6_cenoth17_n_cenoth17_empl,Employees - RO6 - Other17,RO6,cenoth17,7,Central Services
RO6_cenoth17_n_cenoth17_net_cur_exp,NET current expenditure - RO6 - Other17,RO6,cenoth17,7,Central Services
RO6_cenoth17_n_cenoth17_oth_inc,Other income - RO6 - Other17,RO6,cenoth17,7,Central Services
RO6_cenoth17_n_cenoth17_run_exp,Running expenses - RO6 - Other17,RO6,cenoth17,7,Central Services
RO6_cenoth17_n_cenoth17_sfc,"Sales, Fees and Charges - RO6 - Other17",RO6,cenoth17,7,Central Services
RO6_cenoth17_n_cenoth17_tot_exp,Total expenditure - RO6 - Other17,RO6,cenoth17,7,Central Services
RO6_cenoth17_n_cenoth17_tot_inc,Total income - RO6 - Other17,RO6,cenoth17,7,Central Services
RO6_cenoth18_n_cenoth18_empl,Employees - RO6 - Other18,RO6,cenoth18,7,Central Services
RO6_cenoth18_n_cenoth18_net_cur_exp,NET current expenditure - RO6 - Other18,RO6,cenoth18,7,Central Services
RO6_cenoth18_n_cenoth18_oth_inc,Other income - RO6 - Other18,RO6,cenoth18,7,Central Services
RO6_cenoth18_n_cenoth18_run_exp,Running expenses - RO6 - Other18,RO6,cenoth18,7,Central Services
RO6_cenoth18_n_cenoth18_sfc,"Sales, Fees and Charges - RO6 - Other18",RO6,cenoth18,7,Central Services
RO6_cenoth18_n_cenoth18_tot_exp,Total expenditure - RO6 - Other18,RO6,cenoth18,7,Central Services
RO6_cenoth18_n_cenoth18_tot_inc,Total income - RO6 - Other18,RO6,cenoth18,7,Central Services
RO6_cenoth19_n_cenoth19_empl,Employees - RO6 - Other19,RO6,cenoth19,7,Central Services
RO6_cenoth19_n_cenoth19_net_cur_exp,NET current expenditure - RO6 - Other19,RO6,cenoth19,7,Central Services
RO6_cenoth19_n_cenoth19_oth_inc,Other income - RO6 - Other19,RO6,cenoth19,7,Central Services
RO6_cenoth19_n_cenoth19_run_exp,Running expenses - RO6 - Other19,RO6,cenoth19,7,Central Services
RO6_cenoth19_n_cenoth19_sfc,"Sales, Fees and Charges - RO6 - Other19",RO6,cenoth19,7,Central Services
RO6_cenoth19_n_cenoth19_tot_exp,Total expenditure - RO6 - Other19,RO6,cenoth19,7,Central Services
RO6_cenoth19_n_cenoth19_tot_inc,Total income - RO6 - Other19,RO6,cenoth19,7,Central Services
RO6_cenoth20_n_cenoth20_empl,Employees - RO6 - Other20,RO6,cenoth20,7,Central Services
RO6_cenoth20_n_cenoth20_net_cur_exp,NET current expenditure - RO6 - Other20,RO6,cenoth20,7,Central Services
RO6_cenoth20_n_cenoth20_oth_inc,Other income - RO6 - Other20,RO6,cenoth20,7,Central Services
RO6_cenoth20_n_cenoth20_run_exp,Running expenses - RO6 - Other20,RO6,cenoth20,7,Central Services
RO6_cenoth20_n_cenoth20_sfc,"Sales, Fees and Charges - RO6 - Other20",RO6,cenoth20,7,Central Services
RO6_cenoth20_n_cenoth20_tot_exp,Total expenditure - RO6 - Other20,RO6,cenoth20,7,Central Services
RO6_cenoth20_n_cenoth20_tot_inc,Total income - RO6 - Other20,RO6,cenoth20,7,Central Services
RO6_cenppe_empl,Employees - Other Personal Protective Equipment expenditure,RO6,cenppe,7,Central Services
RO6_cenppe_run_exp,Running expenses - Other Personal Protective Equipment expenditure,RO6,cenppe,7,Central Services
RO6_cenppe_tot_exp,Total expenditure - Other Personal Protective Equipment expenditure,RO6,cenppe,7,Central Services
RO6_cenppe_sfc,"Sales, Fees and Charges - Other Personal Protective Equipment expenditure",RO6,cenppe,7,Central Services
RO6_cenppe_oth_inc,Other income - Other Personal Protective Equipment expenditure,RO6,cenppe,7,Central Services
RO6_cenppe_tot_inc,Total income - Other Personal Protective Equipment expenditure,RO6,cenppe,7,Central Services
RO6_cenppe_net_cur_exp,NET current expenditure - Other Personal Protective Equipment expenditure,RO6,cenppe,7,Central Services
RO6_cenppetot_empl,Employees - Total personal protective equipment expenditure,RO6,cenppetot,7,Central Services
RO6_cenppetot_run_exp,Running expenses - Total personal protective equipment expenditure,RO6,cenppetot,7,Central Services
RO6_cenppetot_tot_exp,Total expenditure - Total personal protective equipment expenditure,RO6,cenppetot,7,Central Services
RO6_cenppetot_sfc,"Sales, Fees and Charges - Total personal protective equipment expenditure",RO6,cenppetot,7,Central Services
RO6_cenppetot_oth_inc,Other income - Total personal protective equipment expenditure,RO6,cenppetot,7,Central Services
RO6_cenppetot_tot_inc,Total income - Total personal protective equipment expenditure,RO6,cenppetot,7,Central Services
RO6_cenppetot_net_cur_exp,NET current expenditure - Total personal protective equipment expenditure,RO6,cenppetot,7,Central Services
RO6_polsvmem_run_exp,Police services - memorandum item 'of which agency staff costs',RO6,polsvmem,1,Police
RO6_frssvmem_run_exp,Fire and rescue services - memorandum item 'of which agency staff costs',RO6,frssvmem,1,Fire & Rescue
RO6_censvmem_run_exp,Central services - memorandum item 'of which agency staff costs',RO6,censvmem,1,Central Services
RO6_cenothsvmem_run_exp,Total other services - memorandum item 'of which agency staff costs',RO6,cenothsvmem,1,Central Services
RS_invprpin_attrint_net_exp,Memorandum section on investment properties - Interest costs within LA boundary,RS,invprpin,5,Investment Properties
RS_invprpin_attrmrp_net_exp,Memorandum section on investment properties - Minimum revenue within LA boundary,RS,invprpin,5,Investment Properties
RS_invprpin_net_exp,Memorandum section on investment properties - Direct costs within LA boundary,RS,invprpin,5,Investment Properties
RS_invprpin_netinc_net_exp,Memorandum section on investment properties - Net income within LA boundary,RS,invprpin,5,Investment Properties
RS_invprpin_totcost_net_exp,Memorandum section on investment properties - Total costs within LA boundary,RS,invprpin,5,Investment Properties
RS_linvprpin_inc_net_exp,Memorandum section on investment properties - Income within LA boundary,RS,linvprpin,1,Other / Unmapped
RS_invprpout1_attrint_net_exp,Memorandum section on investment properties - Interest costs outside boundary,RS,invprpout1,6,Investment Properties
RS_invprpout1_attrmrp_net_exp,Memorandum section on investment properties - Minimum revenue outside boundary,RS,invprpout1,6,Investment Properties
RS_invprpout1_inc_net_exp,Memorandum section on investment properties - Income outside boundary,RS,invprpout1,6,Investment Properties
RS_invprpout1_net_exp,Memorandum section on investment properties - Direct costs outside boundary,RS,invprpout1,6,Investment Properties
RS_invprpout1_netinc_net_exp,Memorandum section on investment properties - Net income outside boundary,RS,invprpout1,6,Investment Properties
RS_invprpout1_totcost_net_exp,Memorandum section on investment properties - Total costs outside boundary,RS,invprpout1,6,Investment Properties
RS_invprpout2_attrint_net_exp,Memorandum section on investment properties - Interest costs outside LEP area,RS,invprpout2,6,Investment Properties
RS_invprpout2_attrmrp_net_exp,Memorandum section on investment properties - Minimum revenue outside LEP area,RS,invprpout2,6,Investment Properties
RS_invprpout2_inc_net_exp,Memorandum section on investment properties - Income outside LEP area,RS,invprpout2,6,Investment Properties
RS_invprpout2_net_exp,Memorandum section on investment properties - Direct costs outside LEP area,RS,invprpout2,6,Investment Properties
RS_invprpout2_netinc_net_exp,Memorandum section on investment properties - Net income outside LEP area,RS,invprpout2,6,Investment Properties
RS_invprpout2_totcost_net_exp,Memorandum section on investment properties - Total costs outside LEP area,RS,invprpout2,6,Investment Properties
RS_invprp_attrint_net_exp,Memorandum section on investment properties - Interest costs investment properties,RS,invprp,6,Investment Properties
RS_invprp_attrmrp_net_exp,Memorandum section on investment properties - Minimum revenue investment properties,RS,invprp,6,Investment Properties
RS_invprp_inc_net_exp,Memorandum section on investment properties - Income investment properties,RS,invprp,6,Investment Properties
RS_invprp_net_exp,Memorandum section on investment properties - Direct costs investment properties,RS,invprp,6,Investment Properties
RS_invprp_netinc_net_exp,Memorandum section on investment properties - Net income investment properties,RS,invprp,6,Investment Properties
RS_invprp_totcost_net_exp,Memorandum section on investment properties - Total costs investment properties,RS,invprp,6,Investment Properties
RS_edu_net_exp,NET current expenditure - Education services,RS,edu,9,Education
RS_trans_net_exp,NET current expenditure - Highways and transport services,RS,trans,8,Transport
RS_csc_net_exp,NET current expenditure - Children Social Care,RS,csc,8,Children’s Social Care
RS_asc_net_exp,NET current expenditure - Adult Social Care,RS,asc,8,Adult Social Care
RS_phs_net_exp,NET current expenditure - Public Health,RS,phs,8,Public Health
RS_hous_net_exp,NET current expenditure - Housing services (GFRA only),RS,hous,8,Housing
RS_cul_net_exp,NET current expenditure - Cultural and related services,RS,cul,8,Culture
RS_env_net_exp,NET current expenditure - Environmental and regulatory services,RS,env,8,Environment
RS_plan_net_exp,NET current expenditure - Planning and development services,RS,plan,8,Planning & Development
RS_pol_net_exp,NET current expenditure - Police services,RS,pol,8,Police
RS_frs_net_exp,NET current expenditure - Fire and rescue services,RS,frs,29,Fire & Rescue
RS_cen_net_exp,NET current expenditure - Central services,RS,cen,8,Central Services
RS_oth_net_exp,NET current expenditure - Other services,RS,oth,8,Other / Unmapped
RS_totsx_net_exp,NET current expenditure - TOTAL SERVICE EXPENDITURE (TOTAL OF LINES 190 TO 698),RS,totsx,8,Total Service Expenditure
RS_dsbbss_net_exp,NET current expenditure - Disbursements to businesses,RS,dsbbss,1,Disbursements
RS_hbrent_net_exp,NET current expenditure - Housing benefits: rent allowances - mandatory payments,RS,hbrent,1,Housing Benefits
RS_hbnreb_net_exp,NET current expenditure - Housing benefits: non-HRA rent rebates - mandatory payments,RS,hbnreb,1,Housing Benefits
RS_hbhreb_net_exp,NET current expenditure - Housing benefits: rent rebates to HRA tenants - mandatory payments,RS,hbhreb,1,Housing Benefits
RS_hbsubl_net_exp,NET current expenditure - Housing benefits: subsidy limitation transfers from HRA,RS,hbsubl,1,Housing Benefits
RS_hbhrashare_net_exp,NET current expenditure - Contribution to the HRA re items shared by the whole community,RS,hbhrashare,1,Housing Benefits
RS_parishaggprecept_net_exp,NET current expenditure - Parish precepts ,RS,parishaggprecept,1,Other / Unmapped
RS_levyita_net_exp,"NET current expenditure - Integrated Transport Authority levy (- for authorities for which this is an income, + for others)",RS,levyita,1,Levies
RS_levywaste_net_exp,"NET current expenditure - Waste Disposal Authority levy (- for authorities for which this is an income, + for others)",RS,levywaste,1,Levies
RS_levylonpen_net_exp,NET current expenditure - London Pensions Fund Authority levy ,RS,levylonpen,1,Levies
RS_levyother_net_exp,NET current expenditure - Other levies,RS,levyother,1,Levies
RS_tradaccext_net_exp,NET current expenditure - External Trading Accounts net surplus(-)/ deficit(+),RS,tradaccext,58,Trading
RS_tradaccint_net_exp,NET current expenditure - Internal Trading Accounts net surplus(-)/ deficit(+),RS,tradaccint,65,Trading
RS_tradcapext_net_exp,NET current expenditure - Capital items accounted for in External Trading Accounts,RS,tradcapext,2,Trading
RS_tradcapint_net_exp,NET current expenditure - Capital items accounted for in Internal Trading Accounts,RS,tradcapint,1,Trading
RS_accumul_net_exp,NET current expenditure - Appropriations to(+) / from(-) Accumulated Absences Account,RS,accumul,1,Other / Unmapped
RS_adjnce_net_exp,NET current expenditure - Adjustments to net current expenditure,RS,adjnce,1,Adjustments
RS_netcurrtot_net_exp,NET current expenditure - NET CURRENT EXPENDITURE (TOTAL OF LINES 699 TO 748),RS,netcurrtot,1,Net Current Expenditure
RS_levyflood_net_exp,NET current expenditure - Levy: Environment Agency flood defence: payments(+) receipts(-),RS,levyflood,1,Levies
RS_cera_net_exp,NET current expenditure - Capital expenditure charged to the GF Revenue Account (CERA) (exclude Public Health),RS,cera,1,Collection Fund Adjustments
RS_ceraph_net_exp,NET current expenditure - Capital expenditure charged to the GF Revenue Account (CERA) - Public Health,RS,ceraph,1,Collection Fund Adjustments
RS_caprecflex_net_exp,NET current expenditure - Capital receipts used to finance revenue expenditure under receipts flexibility,RS,caprecflex,1,Capital
RS_adjexpcap_net_exp,NET current expenditure - Netting off expenditure capitalised by a direction under Section 16(2)b),RS,adjexpcap,1,Adjustments
RS_provbad_net_exp,NET current expenditure - Provision for bad debts (+/-),RS,provbad,1,Provisions
RS_provprin_net_exp,NET current expenditure - Provision for repayment of principal,RS,provprin,1,Provisions
RS_leasing_net_exp,NET current expenditure - Leasing payments,RS,leasing,1,Other / Unmapped
RS_intextpay_net_exp,NET current expenditure - Interest payable and similar charges,RS,intextpay,1,Interest
RS_inthrapay_net_exp,NET current expenditure - Interest: HRA item 8 payments (+) and receipts (-),RS,inthrapay,1,Interest
RS_sub_tot_net_exp,NET current expenditure - SUB-TOTAL (total of lines 749 to 783),RS,sub,1,Subsidies
RS_intinvinc_net_exp,NET current expenditure - Interest and investment income (-): external receipts and dividends,RS,intinvinc,1,Interest
RS_pfidiff_net_exp,NET current expenditure - Private Finance Initiative (PFI) schemes - difference from service charge,RS,pfidiff,1,Other / Unmapped
RS_appfinadj_net_exp,NET current expenditure - Appropriations to(+) / from(-) financial instruments adjustment account,RS,appfinadj,1,Appropriations
RS_appunequal_net_exp,NET current expenditure - Appropriations to(+) / from(-) unequal pay back pay account,RS,appunequal,1,Appropriations
RS_grantoutaef_net_exp,NET current expenditure - Specific and special revenue grants outside AEF,RS,grantoutaef,1,Grants
RS_brsupp_net_exp,NET current expenditure - Business Rates Supplement,RS,brsupp,1,Business Rates Support
RS_levycil_net_exp,NET current expenditure - Community Infrastructure Levy (CIL) (income) (-),RS,levycil,1,Levies
RS_crcexp_net_exp,NET current expenditure - Carbon Reduction Commitment transactions (expenditure) (+),RS,crcexp,1,Other / Unmapped
RS_crcinc_net_exp,NET current expenditure - Carbon Reduction Commitment transactions (income) (-),RS,crcinc,1,Other / Unmapped
RS_appdsgadj_net_exp,NET current expenditure - Appropriations to(+)/from(-) dedicated schools grant adjustment account,RS,appdsgadj,1,Appropriations
RS_revenuetot_net_exp,NET current expenditure - REVENUE EXPENDITURE (TOTAL OF LINES 785 TO 796),RS,revenuetot,1,Other / Unmapped
RS_grantlss_net_exp,Financing - Local Services Support Grant (LSSG),RS,grantlss,1,Grants
RS_grantinaef_net_exp,Financing - Specific and special revenue grants inside AEF,RS,grantinaef,1,Grants
RS_netrevexp_net_exp,NET current expenditure - NET REVENUE EXPENDITURE (TOTAL OF LINES 800 TO 804),RS,netrevexp,1,Net Revenue Expenditure
RS_trnsreorg_net_exp,Financing - Inter-authority transfers in respect of reorganisation,RS,trnsreorg,1,Other / Unmapped
RS_appressch_net_exp,Financing - Appropriations to(+) / from(-) schools' reserves,RS,appressch,1,Appropriations
RS_appresdsg_net_exp,Financing - Appropriations to(+) / from(-) dedicated schools grant reserves,RS,appresdsg,1,Appropriations
RS_appresph_net_exp,Financing - Appropriations to(+) / from(-) public health financial reserves,RS,appresph,1,Appropriations
RS_appresoth_net_exp,Financing - Appropriations to(+) / from(-) other earmarked financial reserves,RS,appresoth,1,Appropriations
RS_appresunall_net_exp,Financing - Appropriations to(+) / from(-) unallocated financial reserves,RS,appresunall,1,Appropriations
RS_inctma_net_exp,Income from Treasury Management activities,RS,inctma,1,Income
RS_incnontma_net_exp,"Income from Non-Treasury management activities, of which",RS,incnontma,1,Income
RS_invprop_net_exp,Income from Non Treasury Management activities - investment properties,RS,invprop,1,Other / Unmapped
RS_dvdsubs_net_exp,Income from Non Treasury Management activities - dividends from subsidiaries,RS,dvdsubs,1,Other / Unmapped
RS_dvdequ_net_exp,Income from Non Treasury Management activities - dividends from equity other than subsidiaries,RS,dvdequ,1,Other / Unmapped
RS_incjntvns_net_exp,Income from Non Treasury Management activities - income from joint ventures,RS,incjntvns,1,Income
RS_intcaplns_net_exp,Income from Non Treasury Management activities - income from capital loans,RS,intcaplns,1,Interest
RS_intrevlns_net_exp,Income from Non Treasury Management activities - interest from revenue loans,RS,intrevlns,1,Interest
RS_incbnds_net_exp,Income from Non Treasury Management activities - income from bonds,RS,incbnds,1,Income
RS_incntmaoth_net_exp,Income from Non Treasury Management activities - other,RS,incntmaoth,1,Income
RS_grantrsg_net_exp,Financing - Revenue Support Grant (-),RS,grantrsg,1,Grants
RS_grantincvd19_net_exp,Financing - COVID-19 2020/21 emergency unringfenced funding (Tranches 1-4),RS,grantincvd19,1,Grants
RS_sfc_net_exp,"Financing - Sales, Fees and Charges Compensation Scheme",RS,sfc,1,Schools Funding
RS_txincgnt_net_exp,Financing - Tax income guarantee,RS,txincgnt,1,Other / Unmapped
RS_grantpol_net_exp,Financing - Police grant (-),RS,grantpol,1,Grants
RS_retainnndr_net_exp,Financing - Retained income from Rate Retention Scheme (-),RS,retainnndr,1,Other / Unmapped
RS_erlbrr_net_exp,Financing - Brought forward s.31 grants for 2020-21 business rates relief. 27/3/2020 (-),RS,erlbrr,1,Other / Unmapped
RS_cv19brr_net_exp,Financing - COVID-19 Business Rates Reliefs,RS,cv19brr,1,COVID-19
RS_cthrdsh_net_exp,Financing - Council Tax Hardship Fund,RS,cthrdsh,1,Other / Unmapped
RS_lclctxsupp_net_exp,Financing - Local council tax support grant 2021-22,RS,lclctxsupp,1,Other / Unmapped
RS_colfunct_net_exp,Financing - Collection fund surplus(-)/deficits(+) for council tax,RS,colfunct,1,Other / Unmapped
RS_othinc_net_exp,Financing - Other Items,RS,othinc,1,Other / Unmapped
RS_ctrtot_net_exp,Financing - COUNCIL TAX REQUIREMENT (TOTAL OF LINES 805 TO 885),RS,ctrtot,1,Other / Unmapped
RS_ressch_start_cy,Schools reserves level - start,RS,ressch,4,Reserves
RS_ressch_end_cy,Schools reserves level - end,RS,ressch,4,Reserves
RS_ressch_start_1718,Financial Reserves Levels - Schools reserves level,RS,ressch,4,Reserves
RS_ressch_end_1718,Financial Reserves Levels - Schools reserves level,RS,ressch,4,Reserves
RS_resdsgadj_start_cy,Dedicated Schools Grant Adjustment Account level - start,RS,resdsgadj,2,Reserves
RS_resdsgadj_end_cy,Dedicated Schools Grant Adjustment Account level - end,RS,resdsgadj,2,Reserves
RS_resdsg_start_cy,Dedicated Schools Grant reserves level - start,RS,resdsg,4,Reserves
RS_resdsg_end_cy,Dedicated Schools Grant reserves level - end,RS,resdsg,4,Reserves
RS_resdsg_start_1718,Financial Reserves Levels - Dedicated Schools Grant reserves level,RS,resdsg,4,Reserves
RS_resdsg_end_1718,Financial Reserves Levels - Dedicated Schools Grant reserves level,RS,resdsg,4,Reserves
RS_resph_start_cy,Public Health financial reserves level - start,RS,resph,4,Reserves
RS_resph_end_cy,Public Health financial reserves level - end,RS,resph,4,Reserves
RS_resph_start_1718,Financial Reserves Levels - Public Health financial reserves level,RS,resph,4,Reserves
RS_resph_end_1718,Financial Reserves Levels - Public Health financial reserves level,RS,resph,4,Reserves
RS_resoth_start_cy,Other earmarked financial reserves level - start,RS,resoth,6,Reserves
RS_resoth_end_cy,Other earmarked financial reserves level - end,RS,resoth,6,Reserves
RS_resoth_start_1718,Financial Reserves Levels - Other earmarked financial reserves level,RS,resoth,6,Reserves
RS_resoth_end_1718,Financial Reserves Levels - Other earmarked financial reserves level,RS,resoth,6,Reserves
RS_resoth_adj_end_cy,(adjusted) Other earmarked financial reserves level - end,RS,resoth,6,Reserves
RS_resoth_adj_start_cy,(adjusted) Other earmarked financial reserves level - start,RS,resoth,6,Reserves
RS_resunall_start_cy,Unallocated financial reserves level - start,RS,resunall,4,Reserves
RS_resunall_end_cy,Unallocated financial reserves level - end,RS,resunall,4,Reserves
RS_resunall_start_1718,Financial Reserves Levels - Unallocated financial reserves level,RS,resunall,4,Reserves
RS_resunall_end_1718,Financial Reserves Levels - Unallocated financial reserves level,RS,resunall,4,Reserves
RS_pyadj_start_cy,Prior Year Adjustments - start,RS,pyadj,1,Prior Year Adjustments
RS_resothcov_start_cy,COVID general funding grant tranche 1 (March 2020) carried forward - start,RS,resothcov,2,Reserves
RS_resothcov_end_cy,COVID general funding grant tranche 1 (March 2020) carried forward - end,RS,resothcov,2,Reserves
RS_resothbusgr_start_cy,Section 31 business rates grants paid in March 2020 carried forward - start,RS,resothbusgr,2,Reserves
RS_resothbusgr_end_cy,Section 31 business rates grants paid in March 2020 carried forward - end,RS,resothbusgr,2,Reserves
RS_resothbusrlfgr_start_cy,Relating to section 31 business rates relief grants - start,RS,resothbusrlfgr,2,Reserves
RS_resothbusrlfgr_end_cy,Relating to section 31 business rates relief grants - end,RS,resothbusrlfgr,2,Reserves
RS_resothoth1_start_cy,Other Exceptional sub-components of Other earmarked reserves 1 - start,RS,resothoth1,2,Reserves
RS_resothoth1_end_cy,Other Exceptional sub-components of Other earmarked reserves 1 - end,RS,resothoth1,2,Reserves
RS_resothoth2_start_cy,Other Exceptional sub-components of Other earmarked reserves 2 - start,RS,resothoth2,2,Reserves
RS_resothoth2_end_cy,Other Exceptional sub-components of Other earmarked reserves 2 - end,RS,resothoth2,2,Reserves
RS_capdep_net_exp,Capital Items - Depreciation,RS,capdep,3,Capital
RS_caploss_net_exp,Capital Items - Loss on impairment of assets,RS,caploss,3,Capital
RS_capreval_net_exp,Capital Items - Revaluations taken to surplus or deficit on the provision of services,RS,capreval,3,Capital
RS_capgrant_net_exp,Capital Items - Credit for capital grants,RS,capgrant,3,Capital
RS_caprecs_net_exp,Capital Items - Revenue Expenditure funded from Capital by Statute (RECS),RS,caprecs,3,Capital
RS_captot_net_exp,Capital Items - Total Capital items (TOTAL OF LINES 931 TO 936),RS,captot,3,Capital
RS_equal_sch_net_exp,One off equal pay costs  - falling on the schools budget,RS,equal,2,Equal Pay
RS_equal_oth_net_exp,One off equal pay costs - chargeable to any other revenue account,RS,equal,2,Equal Pay
RS_caplosslnsbs_net_exp,Capital items - Loss on impairment of loans to subsidiaries,RS,caplosslnsbs,1,Capital
RS_caplosslnsoth_net_exp,Capital items - Loss on impairment of loans to other parties (exc. Subsidiaries),RS,caplosslnsoth,1,Capital
RS_capgninvprp_net_exp,Capital items - Gain/loss on fair value movements in investment properties,RS,capgninvprp,1,Capital
RS_capgneqsbsjv_net_exp,"Capital items - Gain/loss on fair value movements on equity in subsidiaries, associates and joint ventures",RS,capgneqsbsjv,1,Capital
RS_capgnothinv_net_exp,Capital items - Gain/loss on fair value movements in other investment assets,RS,capgnothinv,1,Capital
RS_capgnfinderv_net_exp,Capital items - Gain/loss on financial derivatives,RS,capgnfinderv,1,Capital
RS_ro_suite_confirm,Confirmation column indicating the RO suite of forms are completed on non-IAS19 and PFI Off-Balance Sheet basis. ,RS,ro,1,Other / Unmapped
RS_servicetot_nonias_net_exp,NET current expenditure - Total service expenditure on non-IAS19 and PFI On Balance Sheet basis,RS,servicetot,1,Other / Unmapped
RS_hrainctot_net_tot_cst,Total Housing Revenue Account (HRA) income  (+),RS,hrainctot,2,Housing Revenue Account
RS_hraexptot_net_tot_cst,Total Housing Revenue Account (HRA) expenditure  (nb expenditure is shown as +),RS,hraexptot,2,Housing Revenue Account
RS_hradiff_net_tot_cst,Surplus or deficit for the year on HRA services (line 980 minus 981),RS,hradiff,2,Housing Revenue Account
RS_reshra_start,Housing Revenue Account (HRA) Reserves  - start,RS,reshra,4,Reserves
RS_reshra_end,Housing Revenue Account (HRA) Reserves  - end,RS,reshra,4,Reserves
RS_lctspen_net_exp,lcts - Total council tax revenue foregone - pensioner households  (+),RS,lctspen,1,Other / Unmapped
RS_lctswa_net_exp,lcts - Total council tax revenue foregone - working age households  (+),RS,lctswa,1,Other / Unmapped
RS_lctstot_net_exp,lcts - Total amount of council tax revenue foregone,RS,lctstot,1,Other / Unmapped
RS_lctsparish_net_exp,lcts - The total amount paid to local parishes to compensate for the localisation of council tax support [to be completed by billing authorities only]  (+),RS,lctsparish,1,Other / Unmapped
RS_resothcont_strt_cy,Sub component of other earmarked reserves - line 1023 contractual commitments - April,RS,resothcont,2,Reserves
RS_resothcont_end_cy,Sub component of other earmarked reserves - line 1023 contractual commitments - March,RS,resothcont,2,Reserves
RS_resothfut_strt_cy,Sub component of other earmarked reserves - line 1024 planned future revenue and capital spending - April,RS,resothfut,2,Reserves
RS_resothfut_end_cy,Sub component of other earmarked reserves - line 1024 planned future revenue and capital spending - March,RS,resothfut,2,Reserves
RS_resothspec_strt_cy,Sub component of other earmarked reserves - line 1025 specific risks - April,RS,resothspec,2,Reserves
RS_resothspec_end_cy,Sub component of other earmarked reserves - line 1025 specific risks - March,RS,resothspec,2,Reserves
RS_resothbdg_strt_cy,Sub component of other earmarked reserves - line 1026 budget stabilisation - April,RS,resothbdg,2,Reserves
RS_resothbdg_end_cy,Sub component of other earmarked reserves - line 1026 budget stabilisation - March,RS,resothbdg,2,Reserves
RS_resothoth_strt_cy,"Sub component of other earmarked reserves - line 1027 other (sum of 1028, 1029 and 1030) - April",RS,resothoth,2,Reserves
RS_resothoth_end_cy,"Sub component of other earmarked reserves - line 1027 other (sum of 1028, 1029 and 1030) - March",RS,resothoth,2,Reserves
RS_resothexA_strt_cy,Exceptional elements within other earmarked reserves: other - line 1028 authority's share of expanded retail relief grants 2020-21 and 2021-22 for billing and precepting authorities - April,RS,resothexA,2,Reserves
RS_resothexA_end_cy,Exceptional elements within other earmarked reserves: other - line 1028 authority's share of expanded retail relief grants 2020-21 and 2021-22 for billing and precepting authorities - March,RS,resothexA,2,Reserves
RS_resothexB_strt_cy,Exceptional elements within other earmarked reserves: other - line 1029 authority's notional share of COVID-19 additional relief fund 2021-22 for billing and precepting authorities - April,RS,resothexB,2,Reserves
RS_resothexB_end_cy,Exceptional elements within other earmarked reserves: other - line 1029 authority's notional share of COVID-19 additional relief fund 2021-22 for billing and precepting authorities - March,RS,resothexB,2,Reserves
RS_resothexC_strt_cy,Exceptional elements within other earmarked reserves: other - line 1030 of which - April,RS,resothexC,2,Reserves
RS_resothexC_end_cy,Exceptional elements within other earmarked reserves: other - line 1030 of which - March,RS,resothexC,2,Reserves
RS_appresothearA_net_exp,Appropriations to/from other earmarked financial reserves - of which 1 - other appropriations to other earmarked reserves,RS,appresothearA,1,Appropriations
RS_appresothearB_net_exp,Appropriations to/from other earmarked financial reserves - of which 2 - amounts due to authority of expended retail and nursery business rates relief grant 2020-21,RS,appresothearB,1,Appropriations
RS_appresothearC_net_exp,Appropriations to/from other earmarked financial reserves - of which 3 - share of COVID additional business rate relief grant 2021-22,RS,appresothearC,1,Appropriations
RSX_edu_empl,Employees - Education services,RSX,edu,9,Education
RSX_edu_run_exp,Running expenses - Education services,RSX,edu,9,Education
RSX_edu_tot_exp,Total expenditure - Education services,RSX,edu,9,Education
RSX_edu_sfc,"Sales, Fees and Charges - Education services",RSX,edu,9,Education
RSX_edu_oth_inc,Other income - Education services,RSX,edu,9,Education
RSX_edu_tot_inc,Total income - Education services,RSX,edu,9,Education
RSX_edu_net_cur_exp,NET current expenditure - Education services,RSX,edu,9,Education
RSX_trans_empl,Employees - Highways and transport services,RSX,trans,8,Transport
RSX_trans_run_exp,Running expenses - Highways and transport services,RSX,trans,8,Transport
RSX_trans_tot_exp,Total expenditure - Highways and transport services,RSX,trans,8,Transport
RSX_trans_sfc,"Sales, Fees and Charges - Highways and transport services",RSX,trans,8,Transport
RSX_trans_oth_inc,Other income - Highways and transport services,RSX,trans,8,Transport
RSX_trans_tot_inc,Total income - Highways and transport services,RSX,trans,8,Transport
RSX_trans_net_cur_exp,NET current expenditure - Highways and transport services,RSX,trans,8,Transport
RSX_csc_empl,Employees - Children Social Care,RSX,csc,8,Children’s Social Care
RSX_csc_run_exp,Running expenses - Children Social Care,RSX,csc,8,Children’s Social Care
RSX_csc_tot_exp,Total expenditure - Children Social Care,RSX,csc,8,Children’s Social Care
